timestamp,src_ip,user,event_id,status
2025-09-26T06:34:32.288728,203.0.113.5,svc-backup,4624,SUCCESS
2025-09-26T06:36:02.288728,203.0.113.5,Administrator,4624,SUCCESS
2025-09-26T06:37:32.288728,192.168.1.77,ayounes,4625,FAIL
2025-09-26T06:39:02.288728,192.168.1.77,ayounes,4624,SUCCESS
2025-09-26T06:40:32.288728,203.0.113.5,svc-backup,4624,SUCCESS
2025-09-26T06:42:02.288728,172.16.0.10,ayounes,4624,SUCCESS
2025-09-26T06:43:32.288728,192.168.1.77,svc-backup,4624,SUCCESS
2025-09-26T06:45:02.288728,192.168.1.77,jsmith,4624,SUCCESS
2025-09-26T06:46:32.288728,10.0.0.4,ayounes,4624,SUCCESS
2025-09-26T06:48:02.288728,172.16.0.10,Administrator,4624,SUCCESS
2025-09-26T06:49:32.288728,10.0.0.4,Administrator,4624,SUCCESS
2025-09-26T06:51:02.288728,10.0.0.4,svc-backup,4624,SUCCESS
2025-09-26T06:52:32.288728,172.16.0.10,svc-backup,4624,SUCCESS
2025-09-26T06:54:02.288728,192.168.1.50,svc-backup,4624,SUCCESS
2025-09-26T06:55:32.288728,192.168.1.77,jsmith,4624,SUCCESS
2025-09-26T06:57:02.288728,10.0.0.4,jsmith,4624,SUCCESS
2025-09-26T06:58:32.288728,10.0.0.4,jsmith,4624,SUCCESS
2025-09-26T07:00:02.288728,203.0.113.5,ayounes,4624,SUCCESS
2025-09-26T07:01:32.288728,203.0.113.5,jsmith,4624,SUCCESS
2025-09-26T07:03:02.288728,10.0.0.4,svc-backup,4624,SUCCESS
2025-09-26T07:04:32.288728,203.0.113.5,jsmith,4625,FAIL
2025-09-26T07:06:02.288728,192.168.1.77,ayounes,4624,SUCCESS
2025-09-26T07:07:32.288728,10.0.0.4,ayounes,4624,SUCCESS
2025-09-26T07:09:02.288728,203.0.113.5,svc-backup,4624,SUCCESS
2025-09-26T07:10:32.288728,10.0.0.4,svc-backup,4624,SUCCESS
2025-09-26T07:12:02.288728,10.0.0.4,Administrator,4624,SUCCESS
2025-09-26T07:13:32.288728,192.168.1.50,ayounes,4624,SUCCESS
2025-09-26T07:15:02.288728,192.168.1.50,ayounes,4624,SUCCESS
2025-09-26T07:16:32.288728,203.0.113.5,svc-backup,4624,SUCCESS
2025-09-26T07:18:02.288728,10.0.0.4,Administrator,4624,SUCCESS
2025-09-26T07:19:32.288728,10.0.0.4,ayounes,4624,SUCCESS
2025-09-26T07:21:02.288728,172.16.0.10,ayounes,4625,FAIL
2025-09-26T07:22:32.288728,192.168.1.50,jsmith,4625,FAIL
2025-09-26T07:24:02.288728,10.0.0.4,jsmith,4624,SUCCESS
2025-09-26T07:25:32.288728,10.0.0.4,Administrator,4625,FAIL
2025-09-26T07:27:02.288728,172.16.0.10,jsmith,4625,FAIL
2025-09-26T07:28:32.288728,192.168.1.77,svc-backup,4625,FAIL
2025-09-26T07:30:02.288728,203.0.113.5,Administrator,4624,SUCCESS
2025-09-26T07:31:32.288728,203.0.113.5,ayounes,4625,FAIL
2025-09-26T07:33:02.288728,10.0.0.4,jsmith,4624,SUCCESS
2025-09-26T07:34:32.288728,10.0.0.4,Administrator,4624,SUCCESS
2025-09-26T07:36:02.288728,10.0.0.4,jsmith,4624,SUCCESS
2025-09-26T07:37:32.288728,10.0.0.4,jsmith,4624,SUCCESS
2025-09-26T07:39:02.288728,192.168.1.50,jsmith,4624,SUCCESS
2025-09-26T07:40:32.288728,192.168.1.50,ayounes,4624,SUCCESS
2025-09-26T07:42:02.288728,192.168.1.50,Administrator,4624,SUCCESS
2025-09-26T07:43:32.288728,192.168.1.77,Administrator,4624,SUCCESS
2025-09-26T07:45:02.288728,203.0.113.5,jsmith,4624,SUCCESS
2025-09-26T07:46:32.288728,203.0.113.5,ayounes,4625,FAIL
2025-09-26T07:48:02.288728,192.168.1.50,ayounes,4624,SUCCESS
2025-09-26T07:49:32.288728,192.168.1.77,ayounes,4624,SUCCESS
2025-09-26T07:51:02.288728,203.0.113.5,Administrator,4624,SUCCESS
2025-09-26T07:52:32.288728,203.0.113.5,svc-backup,4624,SUCCESS
2025-09-26T07:54:02.288728,192.168.1.77,Administrator,4624,SUCCESS
2025-09-26T07:55:32.288728,10.0.0.4,svc-backup,4624,SUCCESS
2025-09-26T07:57:02.288728,203.0.113.5,jsmith,4625,FAIL
2025-09-26T07:58:32.288728,192.168.1.77,svc-backup,4625,FAIL
2025-09-26T08:00:02.288728,192.168.1.50,svc-backup,4624,SUCCESS
2025-09-26T08:01:32.288728,192.168.1.77,jsmith,4624,SUCCESS
2025-09-26T08:03:02.288728,10.0.0.4,jsmith,4624,SUCCESS
2025-09-26T08:04:32.288728,10.0.0.4,Administrator,4624,SUCCESS
2025-09-26T08:06:02.288728,172.16.0.10,svc-backup,4624,SUCCESS
2025-09-26T08:07:32.288728,203.0.113.5,ayounes,4624,SUCCESS
2025-09-26T08:09:02.288728,172.16.0.10,ayounes,4624,SUCCESS
2025-09-26T08:10:32.288728,192.168.1.50,ayounes,4625,FAIL
2025-09-26T08:12:02.288728,10.0.0.4,ayounes,4624,SUCCESS
2025-09-26T08:13:32.288728,192.168.1.77,ayounes,4624,SUCCESS
2025-09-26T08:15:02.288728,172.16.0.10,jsmith,4625,FAIL
2025-09-26T08:16:32.288728,192.168.1.77,Administrator,4624,SUCCESS
2025-09-26T08:18:02.288728,192.168.1.50,ayounes,4624,SUCCESS
2025-09-26T08:19:32.288728,192.168.1.50,svc-backup,4625,FAIL
2025-09-26T08:21:02.288728,172.16.0.10,ayounes,4624,SUCCESS
2025-09-26T08:22:32.288728,203.0.113.5,svc-backup,4624,SUCCESS
2025-09-26T08:24:02.288728,192.168.1.50,ayounes,4624,SUCCESS
2025-09-26T08:25:32.288728,10.0.0.4,jsmith,4624,SUCCESS
2025-09-26T08:27:02.288728,172.16.0.10,ayounes,4624,SUCCESS
2025-09-26T08:28:32.288728,203.0.113.5,Administrator,4624,SUCCESS
2025-09-26T08:30:02.288728,203.0.113.5,Administrator,4625,FAIL
2025-09-26T08:31:32.288728,10.0.0.4,svc-backup,4624,SUCCESS
2025-09-26T08:33:02.288728,172.16.0.10,ayounes,4625,FAIL
2025-09-26T08:34:32.288728,192.168.1.50,Administrator,4625,FAIL
2025-09-26T08:36:02.288728,203.0.113.5,svc-backup,4624,SUCCESS
2025-09-26T08:37:32.288728,10.0.0.4,Administrator,4625,FAIL
2025-09-26T08:39:02.288728,172.16.0.10,ayounes,4625,FAIL
2025-09-26T08:40:32.288728,203.0.113.5,jsmith,4624,SUCCESS
2025-09-26T08:42:02.288728,172.16.0.10,ayounes,4624,SUCCESS
2025-09-26T08:43:32.288728,192.168.1.77,ayounes,4624,SUCCESS
2025-09-26T08:45:02.288728,203.0.113.5,ayounes,4624,SUCCESS
2025-09-26T08:46:32.288728,192.168.1.50,jsmith,4625,FAIL
2025-09-26T08:48:02.288728,203.0.113.5,jsmith,4624,SUCCESS
2025-09-26T08:49:32.288728,203.0.113.5,jsmith,4624,SUCCESS
2025-09-26T08:51:02.288728,10.0.0.4,ayounes,4624,SUCCESS
2025-09-26T08:52:32.288728,192.168.1.50,svc-backup,4624,SUCCESS
2025-09-26T08:54:02.288728,10.0.0.4,Administrator,4624,SUCCESS
2025-09-26T08:55:32.288728,172.16.0.10,jsmith,4624,SUCCESS
2025-09-26T08:57:02.288728,172.16.0.10,jsmith,4624,SUCCESS
2025-09-26T08:58:32.288728,192.168.1.50,svc-backup,4624,SUCCESS
2025-09-26T09:00:02.288728,203.0.113.5,svc-backup,4625,FAIL
2025-09-26T09:01:32.288728,192.168.1.77,jsmith,4624,SUCCESS
2025-09-26T09:03:02.288728,192.168.1.50,jsmith,4624,SUCCESS
2025-09-26T09:04:32.288728,192.168.1.50,jsmith,4624,SUCCESS
2025-09-26T09:06:02.288728,172.16.0.10,Administrator,4624,SUCCESS
2025-09-26T09:07:32.288728,10.0.0.4,ayounes,4624,SUCCESS
2025-09-26T09:09:02.288728,10.0.0.4,Administrator,4624,SUCCESS
2025-09-26T09:10:32.288728,172.16.0.10,Administrator,4624,SUCCESS
2025-09-26T09:12:02.288728,203.0.113.5,jsmith,4624,SUCCESS
2025-09-26T09:13:32.288728,192.168.1.77,Administrator,4624,SUCCESS
2025-09-26T09:15:02.288728,172.16.0.10,jsmith,4624,SUCCESS
2025-09-26T09:16:32.288728,172.16.0.10,ayounes,4624,SUCCESS
2025-09-26T09:18:02.288728,172.16.0.10,ayounes,4624,SUCCESS
2025-09-26T09:19:32.288728,10.0.0.4,jsmith,4625,FAIL
2025-09-26T09:21:02.288728,10.0.0.4,svc-backup,4624,SUCCESS
2025-09-26T09:22:32.288728,192.168.1.77,svc-backup,4624,SUCCESS
2025-09-26T09:24:02.288728,192.168.1.50,svc-backup,4624,SUCCESS
2025-09-26T09:25:32.288728,203.0.113.5,jsmith,4624,SUCCESS
2025-09-26T09:27:02.288728,192.168.1.50,ayounes,4624,SUCCESS
2025-09-26T09:28:32.288728,10.0.0.4,Administrator,4624,SUCCESS
2025-09-26T09:30:02.288728,192.168.1.77,svc-backup,4624,SUCCESS
2025-09-26T09:31:32.288728,192.168.1.50,svc-backup,4624,SUCCESS
2025-09-26T09:33:02.288728,172.16.0.10,ayounes,4624,SUCCESS
2025-09-26T09:34:32.288728,203.0.113.5,Administrator,4624,SUCCESS
2025-09-26T09:36:02.288728,192.168.1.77,jsmith,4624,SUCCESS
2025-09-26T09:37:32.288728,192.168.1.77,Administrator,4624,SUCCESS
2025-09-26T09:39:02.288728,10.0.0.4,svc-backup,4624,SUCCESS
2025-09-26T09:40:32.288728,172.16.0.10,ayounes,4624,SUCCESS
2025-09-26T09:42:02.288728,10.0.0.4,ayounes,4624,SUCCESS
2025-09-26T09:43:32.288728,192.168.1.50,Administrator,4624,SUCCESS
2025-09-26T09:45:02.288728,203.0.113.5,Administrator,4625,FAIL
2025-09-26T09:46:32.288728,10.0.0.4,jsmith,4624,SUCCESS
2025-09-26T09:48:02.288728,192.168.1.50,jsmith,4624,SUCCESS
2025-09-26T09:49:32.288728,10.0.0.4,jsmith,4624,SUCCESS
2025-09-26T09:51:02.288728,192.168.1.50,jsmith,4624,SUCCESS
2025-09-26T09:52:32.288728,172.16.0.10,jsmith,4624,SUCCESS
2025-09-26T09:54:02.288728,172.16.0.10,ayounes,4625,FAIL
2025-09-26T09:55:32.288728,172.16.0.10,ayounes,4624,SUCCESS
2025-09-26T09:57:02.288728,10.0.0.4,svc-backup,4624,SUCCESS
2025-09-26T09:58:32.288728,192.168.1.50,svc-backup,4624,SUCCESS
2025-09-26T10:00:02.288728,192.168.1.77,Administrator,4625,FAIL
2025-09-26T10:01:32.288728,203.0.113.5,Administrator,4625,FAIL
2025-09-26T10:03:02.288728,203.0.113.5,jsmith,4624,SUCCESS
2025-09-26T10:04:32.288728,203.0.113.5,ayounes,4624,SUCCESS
2025-09-26T10:06:02.288728,203.0.113.5,jsmith,4624,SUCCESS
2025-09-26T10:07:32.288728,10.0.0.4,Administrator,4625,FAIL
2025-09-26T10:09:02.288728,192.168.1.77,Administrator,4625,FAIL
2025-09-26T10:10:32.288728,172.16.0.10,ayounes,4624,SUCCESS
2025-09-26T10:12:02.288728,203.0.113.5,svc-backup,4625,FAIL
2025-09-26T10:13:32.288728,192.168.1.50,ayounes,4624,SUCCESS
2025-09-26T10:15:02.288728,198.51.100.66,Administrator,4625,FAIL
2025-09-26T10:16:32.288728,198.51.100.66,Administrator,4625,FAIL
2025-09-26T10:18:02.288728,198.51.100.66,Administrator,4625,FAIL
2025-09-26T10:19:32.288728,198.51.100.66,Administrator,4625,FAIL
2025-09-26T10:21:02.288728,198.51.100.66,Administrator,4625,FAIL
2025-09-26T10:22:32.288728,198.51.100.66,Administrator,4625,FAIL
2025-09-26T10:24:02.288728,198.51.100.66,Administrator,4625,FAIL
2025-09-26T10:25:32.288728,198.51.100.66,Administrator,4625,FAIL
2025-09-26T10:27:02.288728,198.51.100.66,Administrator,4625,FAIL
2025-09-26T10:28:32.288728,198.51.100.66,Administrator,4625,FAIL
2025-09-26T10:30:02.288728,198.51.100.66,Administrator,4625,FAIL
2025-09-26T10:31:32.288728,198.51.100.66,Administrator,4625,FAIL
2025-09-26T10:33:02.288728,198.51.100.66,Administrator,4625,FAIL
2025-09-26T10:34:32.288728,198.51.100.66,Administrator,4625,FAIL
2025-09-26T10:36:02.288728,198.51.100.66,Administrator,4625,FAIL
2025-09-26T10:37:32.288728,198.51.100.66,Administrator,4625,FAIL
2025-09-26T10:39:02.288728,198.51.100.66,Administrator,4625,FAIL
2025-09-26T10:40:32.288728,198.51.100.66,Administrator,4625,FAIL
2025-09-26T10:42:02.288728,198.51.100.66,Administrator,4625,FAIL
2025-09-26T10:43:32.288728,198.51.100.66,Administrator,4625,FAIL
2025-09-26T10:45:02.288728,198.51.100.66,Administrator,4624,SUCCESS
2025-09-26T10:46:32.288728,198.51.100.66,Administrator,4625,FAIL
2025-09-26T10:48:02.288728,198.51.100.66,Administrator,4625,FAIL
2025-09-26T10:49:32.288728,198.51.100.66,Administrator,4625,FAIL
2025-09-26T10:51:02.288728,198.51.100.66,Administrator,4624,SUCCESS
2025-09-26T10:52:32.288728,198.51.100.66,Administrator,4625,FAIL
2025-09-26T10:54:02.288728,198.51.100.66,Administrator,4625,FAIL
2025-09-26T10:55:32.288728,198.51.100.66,Administrator,4624,SUCCESS
2025-09-26T10:57:02.288728,198.51.100.66,Administrator,4625,FAIL
2025-09-26T10:58:32.288728,198.51.100.66,Administrator,4625,FAIL
2025-09-26T11:00:02.288728,198.51.100.66,Administrator,4625,FAIL
2025-09-26T11:01:32.288728,198.51.100.66,Administrator,4625,FAIL
2025-09-26T11:03:02.288728,198.51.100.66,Administrator,4624,SUCCESS
2025-09-26T11:04:32.288728,198.51.100.66,Administrator,4624,SUCCESS
2025-09-26T11:06:02.288728,198.51.100.66,Administrator,4625,FAIL
2025-09-26T11:07:32.288728,198.51.100.66,Administrator,4625,FAIL
2025-09-26T11:09:02.288728,198.51.100.66,Administrator,4624,SUCCESS
2025-09-26T11:10:32.288728,198.51.100.66,Administrator,4625,FAIL
2025-09-26T11:12:02.288728,198.51.100.66,Administrator,4624,SUCCESS
2025-09-26T11:13:32.288728,198.51.100.66,Administrator,4625,FAIL
2025-09-26T11:15:02.288728,198.51.100.66,Administrator,4625,FAIL
2025-09-26T11:16:32.288728,198.51.100.66,Administrator,4625,FAIL
2025-09-26T11:18:02.288728,198.51.100.66,Administrator,4625,FAIL
2025-09-26T11:19:32.288728,198.51.100.66,Administrator,4625,FAIL
2025-09-26T11:21:02.288728,198.51.100.66,Administrator,4625,FAIL
2025-09-26T11:22:32.288728,198.51.100.66,Administrator,4625,FAIL
2025-09-26T11:24:02.288728,198.51.100.66,Administrator,4625,FAIL
2025-09-26T11:25:32.288728,198.51.100.66,Administrator,4625,FAIL
2025-09-26T11:27:02.288728,198.51.100.66,Administrator,4625,FAIL
2025-09-26T11:28:32.288728,198.51.100.66,Administrator,4625,FAIL
2025-09-26T11:30:02.288728,198.51.100.66,Administrator,4625,FAIL
2025-09-26T11:31:32.288728,198.51.100.66,Administrator,4624,SUCCESS
2025-09-26T11:33:02.288728,198.51.100.66,Administrator,4625,FAIL
2025-09-26T11:34:32.288728,198.51.100.66,Administrator,4625,FAIL
2025-09-26T11:36:02.288728,198.51.100.66,Administrator,4625,FAIL
2025-09-26T11:37:32.288728,198.51.100.66,Administrator,4625,FAIL
2025-09-26T11:39:02.288728,198.51.100.66,Administrator,4624,SUCCESS
2025-09-26T11:40:32.288728,198.51.100.66,Administrator,4624,SUCCESS
2025-09-26T11:42:02.288728,198.51.100.66,Administrator,4625,FAIL
2025-09-26T11:43:32.288728,198.51.100.66,Administrator,4625,FAIL
2025-09-26T11:45:02.288728,198.51.100.66,Administrator,4625,FAIL
2025-09-26T11:46:32.288728,192.168.1.50,ayounes,4624,SUCCESS
2025-09-26T11:48:02.288728,172.16.0.10,Administrator,4624,SUCCESS
2025-09-26T11:49:32.288728,203.0.113.5,ayounes,4625,FAIL
2025-09-26T11:51:02.288728,172.16.0.10,svc-backup,4624,SUCCESS
2025-09-26T11:52:32.288728,172.16.0.10,jsmith,4624,SUCCESS
2025-09-26T11:54:02.288728,192.168.1.77,svc-backup,4624,SUCCESS
2025-09-26T11:55:32.288728,172.16.0.10,Administrator,4624,SUCCESS
2025-09-26T11:57:02.288728,192.168.1.77,svc-backup,4624,SUCCESS
2025-09-26T11:58:32.288728,172.16.0.10,Administrator,4624,SUCCESS
2025-09-26T12:00:02.288728,192.168.1.50,ayounes,4624,SUCCESS
2025-09-26T12:01:32.288728,203.0.113.5,svc-backup,4624,SUCCESS
2025-09-26T12:03:02.288728,192.168.1.50,jsmith,4624,SUCCESS
2025-09-26T12:04:32.288728,192.168.1.50,Administrator,4625,FAIL
2025-09-26T12:06:02.288728,192.168.1.50,jsmith,4624,SUCCESS
2025-09-26T12:07:32.288728,192.168.1.50,ayounes,4625,FAIL
2025-09-26T12:09:02.288728,10.0.0.4,jsmith,4624,SUCCESS
2025-09-26T12:10:32.288728,172.16.0.10,jsmith,4624,SUCCESS
2025-09-26T12:12:02.288728,203.0.113.5,jsmith,4625,FAIL
2025-09-26T12:13:32.288728,192.168.1.50,svc-backup,4624,SUCCESS
2025-09-26T12:15:02.288728,203.0.113.5,Administrator,4625,FAIL
2025-09-26T12:16:32.288728,192.168.1.77,ayounes,4624,SUCCESS
2025-09-26T12:18:02.288728,172.16.0.10,Administrator,4625,FAIL
2025-09-26T12:19:32.288728,192.168.1.50,svc-backup,4624,SUCCESS
2025-09-26T12:21:02.288728,203.0.113.5,jsmith,4624,SUCCESS
2025-09-26T12:22:32.288728,192.168.1.77,Administrator,4625,FAIL
2025-09-26T12:24:02.288728,172.16.0.10,Administrator,4624,SUCCESS
2025-09-26T12:25:32.288728,172.16.0.10,svc-backup,4624,SUCCESS
2025-09-26T12:27:02.288728,192.168.1.77,svc-backup,4624,SUCCESS
2025-09-26T12:28:32.288728,203.0.113.5,ayounes,4624,SUCCESS
2025-09-26T12:30:02.288728,192.168.1.50,ayounes,4624,SUCCESS
2025-09-26T12:31:32.288728,192.168.1.77,svc-backup,4624,SUCCESS
2025-09-26T12:33:02.288728,203.0.113.5,ayounes,4624,SUCCESS
2025-09-26T12:34:32.288728,192.168.1.77,ayounes,4624,SUCCESS
2025-09-26T12:36:02.288728,10.0.0.4,Administrator,4625,FAIL
2025-09-26T12:37:32.288728,192.168.1.77,svc-backup,4624,SUCCESS
2025-09-26T12:39:02.288728,203.0.113.5,svc-backup,4624,SUCCESS
2025-09-26T12:40:32.288728,10.0.0.4,Administrator,4624,SUCCESS
2025-09-26T12:42:02.288728,192.168.1.77,ayounes,4624,SUCCESS
2025-09-26T12:43:32.288728,203.0.113.5,Administrator,4624,SUCCESS
2025-09-26T12:45:02.288728,10.0.0.4,jsmith,4624,SUCCESS
2025-09-26T12:46:32.288728,203.0.113.5,jsmith,4625,FAIL
2025-09-26T12:48:02.288728,192.168.1.50,jsmith,4624,SUCCESS
2025-09-26T12:49:32.288728,192.168.1.50,jsmith,4624,SUCCESS
2025-09-26T12:51:02.288728,172.16.0.10,jsmith,4624,SUCCESS
2025-09-26T12:52:32.288728,203.0.113.5,Administrator,4624,SUCCESS
2025-09-26T12:54:02.288728,10.0.0.4,Administrator,4624,SUCCESS
2025-09-26T12:55:32.288728,203.0.113.5,jsmith,4624,SUCCESS
2025-09-26T12:57:02.288728,203.0.113.5,svc-backup,4624,SUCCESS
2025-09-26T12:58:32.288728,192.168.1.77,Administrator,4624,SUCCESS
2025-09-26T13:00:02.288728,192.168.1.77,ayounes,4624,SUCCESS
2025-09-26T13:01:32.288728,192.168.1.50,jsmith,4624,SUCCESS
2025-09-26T13:03:02.288728,192.168.1.50,svc-backup,4625,FAIL
2025-09-26T13:04:32.288728,172.16.0.10,Administrator,4624,SUCCESS
2025-09-26T13:06:02.288728,203.0.113.5,Administrator,4625,FAIL
2025-09-26T13:07:32.288728,203.0.113.5,ayounes,4625,FAIL
2025-09-26T13:09:02.288728,203.0.113.5,Administrator,4624,SUCCESS
2025-09-26T13:10:32.288728,203.0.113.5,svc-backup,4624,SUCCESS
2025-09-26T13:12:02.288728,10.0.0.4,svc-backup,4624,SUCCESS
2025-09-26T13:13:32.288728,10.0.0.4,jsmith,4624,SUCCESS
2025-09-26T13:15:02.288728,192.168.1.77,ayounes,4624,SUCCESS
2025-09-26T13:16:32.288728,10.0.0.4,Administrator,4624,SUCCESS
2025-09-26T13:18:02.288728,10.0.0.4,jsmith,4624,SUCCESS
2025-09-26T13:19:32.288728,192.168.1.77,ayounes,4624,SUCCESS
2025-09-26T13:21:02.288728,192.168.1.77,svc-backup,4624,SUCCESS
2025-09-26T13:22:32.288728,172.16.0.10,Administrator,4624,SUCCESS
2025-09-26T13:24:02.288728,10.0.0.4,jsmith,4624,SUCCESS
2025-09-26T13:25:32.288728,203.0.113.5,svc-backup,4625,FAIL
2025-09-26T13:27:02.288728,192.168.1.50,svc-backup,4624,SUCCESS
2025-09-26T13:28:32.288728,172.16.0.10,ayounes,4624,SUCCESS
2025-09-26T13:30:02.288728,172.16.0.10,svc-backup,4624,SUCCESS
2025-09-26T13:31:32.288728,10.0.0.4,jsmith,4624,SUCCESS
2025-09-26T13:33:02.288728,192.168.1.77,jsmith,4624,SUCCESS
2025-09-26T13:34:32.288728,192.168.1.50,Administrator,4624,SUCCESS
2025-09-26T13:36:02.288728,203.0.113.5,jsmith,4625,FAIL
2025-09-26T13:37:32.288728,192.168.1.50,ayounes,4624,SUCCESS
2025-09-26T13:39:02.288728,192.168.1.77,ayounes,4624,SUCCESS
2025-09-26T13:40:32.288728,203.0.113.5,Administrator,4624,SUCCESS
2025-09-26T13:42:02.288728,172.16.0.10,svc-backup,4624,SUCCESS
2025-09-26T13:43:32.288728,192.168.1.77,svc-backup,4625,FAIL
2025-09-26T13:45:02.288728,192.168.1.77,jsmith,4624,SUCCESS
2025-09-26T13:46:32.288728,172.16.0.10,Administrator,4624,SUCCESS
2025-09-26T13:48:02.288728,172.16.0.10,Administrator,4625,FAIL
2025-09-26T13:49:32.288728,10.0.0.4,Administrator,4624,SUCCESS
2025-09-26T13:51:02.288728,192.168.1.77,svc-backup,4624,SUCCESS
2025-09-26T13:52:32.288728,192.168.1.77,jsmith,4624,SUCCESS
2025-09-26T13:54:02.288728,203.0.113.5,svc-backup,4624,SUCCESS
2025-09-26T13:55:32.288728,10.0.0.4,svc-backup,4624,SUCCESS
2025-09-26T13:57:02.288728,10.0.0.4,Administrator,4625,FAIL
2025-09-26T13:58:32.288728,192.168.1.77,jsmith,4624,SUCCESS
2025-09-26T14:00:02.288728,172.16.0.10,svc-backup,4625,FAIL
2025-09-26T14:01:32.288728,192.168.1.50,ayounes,4625,FAIL
2025-09-26T14:03:02.288728,10.0.0.4,ayounes,4624,SUCCESS
2025-09-26T14:04:32.288728,172.16.0.10,jsmith,4624,SUCCESS
2025-09-26T14:06:02.288728,192.168.1.50,jsmith,4624,SUCCESS
2025-09-26T14:07:32.288728,172.16.0.10,Administrator,4625,FAIL
2025-09-26T14:09:02.288728,192.168.1.50,jsmith,4624,SUCCESS
2025-09-26T14:10:32.288728,10.0.0.4,svc-backup,4624,SUCCESS
2025-09-26T14:12:02.288728,192.168.1.50,jsmith,4624,SUCCESS
2025-09-26T14:13:32.288728,10.0.0.4,jsmith,4624,SUCCESS
2025-09-26T14:15:02.288728,192.168.1.50,Administrator,4624,SUCCESS
2025-09-26T14:16:32.288728,192.168.1.50,svc-backup,4624,SUCCESS
